code_module,code_presentation,id_student,pre_course_clicks,pre_course_interaction_rows
DDD,2013J,583606,33,13
DDD,2013J,583775,26,14
DDD,2013J,583871,30,12
DDD,2013J,583946,113,43
DDD,2013J,583955,187,64
DDD,2013J,584077,22,20
DDD,2013J,584082,139,54
DDD,2013J,584132,47,24
DDD,2013J,584183,74,36
DDD,2013J,584455,1,1
DDD,2013J,584495,44,24
DDD,2013J,584517,33,15
DDD,2013J,584591,24,9
DDD,2013J,584628,19,8
DDD,2013J,584640,130,61
DDD,2013J,584914,48,16
DDD,2013J,584918,115,50
DDD,2013J,584932,10,7
DDD,2013J,584943,105,50
DDD,2013J,585098,23,11
DDD,2013J,585134,59,24
DDD,2013J,585208,63,35
DDD,2013J,585210,6,5
DDD,2013J,585326,100,36
DDD,2013J,585359,95,33
DDD,2013J,585422,295,86
DDD,2013J,585525,17,11
DDD,2013J,585579,3,1
DDD,2013J,585695,225,75
DDD,2013J,585998,228,122
DDD,2013J,586022,212,84
DDD,2013J,586113,170,64
DDD,2013J,586128,181,58
DDD,2013J,586243,71,32
DDD,2013J,586257,84,35
DDD,2013J,586470,237,91
DDD,2013J,586526,68,22
DDD,2013J,586609,123,50
DDD,2013J,586625,11,7
DDD,2013J,586707,14,5
DDD,2013J,586762,27,17
DDD,2013J,586800,463,149
DDD,2013J,586823,30,18
DDD,2013J,586912,46,25
DDD,2013J,586961,2,1
DDD,2013J,587002,208,69
DDD,2013J,587006,22,15
DDD,2013J,587099,8,4
DDD,2013J,587179,6,3
DDD,2013J,587310,48,11
DDD,2013J,587576,161,46
DDD,2013J,587641,82,36
DDD,2013J,587862,34,15
DDD,2013J,587989,627,185
DDD,2013J,588013,67,31
DDD,2013J,588033,5,2
DDD,2013J,588086,129,46
DDD,2013J,588132,122,60
DDD,2013J,588146,134,39
DDD,2013J,588178,390,150
DDD,2013J,588197,185,76
DDD,2013J,588208,110,33
DDD,2013J,588219,6,4
DDD,2013J,588293,131,49
DDD,2013J,588352,73,43
DDD,2013J,588430,1,1
DDD,2013J,588460,105,29
DDD,2013J,588482,23,13
DDD,2013J,588485,1,1
DDD,2013J,588493,96,38
DDD,2013J,588537,98,45
DDD,2013J,588540,958,216
DDD,2013J,588556,40,19
DDD,2013J,588566,9,5
DDD,2013J,588707,205,79
DDD,2013J,588824,61,35
DDD,2013J,588850,144,72
DDD,2013J,588884,75,35
DDD,2013J,589007,17,5
DDD,2013J,589019,133,83
DDD,2013J,589212,51,25
DDD,2013J,589220,261,84
DDD,2013J,589445,56,15
DDD,2013J,589458,389,103
DDD,2013J,589503,30,18
DDD,2013J,589531,6,2
DDD,2013J,589557,57,25
DDD,2013J,589582,30,12
DDD,2013J,589584,28,13
DDD,2013J,589723,67,26
DDD,2013J,589932,197,82
DDD,2013J,589956,57,28
DDD,2013J,589963,119,57
DDD,2013J,590184,55,28
DDD,2013J,590370,178,52
DDD,2013J,590392,74,32
DDD,2013J,590397,42,21
DDD,2013J,590402,90,33
DDD,2013J,590420,31,17
DDD,2013J,590443,357,128
DDD,2013J,590482,132,55
DDD,2013J,590541,232,87
DDD,2013J,590676,84,42
DDD,2013J,590789,106,36
DDD,2013J,590811,82,41
DDD,2013J,590828,25,12
DDD,2013J,590881,14,5
DDD,2013J,590886,28,15
DDD,2013J,590918,15,14
DDD,2013J,590920,97,44
DDD,2013J,590921,152,57
DDD,2013J,590951,1,1
DDD,2013J,591071,51,26
DDD,2013J,591163,150,56
DDD,2013J,591193,370,140
DDD,2013J,591202,107,38
DDD,2013J,591210,56,32
DDD,2013J,591230,189,67
DDD,2013J,591593,65,24
DDD,2013J,591648,78,37
DDD,2013J,591650,36,25
DDD,2013J,591694,44,23
DDD,2013J,591845,17,12
DDD,2013J,591891,189,66
DDD,2013J,591980,17,11
DDD,2013J,592093,172,78
DDD,2013J,592189,27,12
DDD,2013J,592252,18,7
DDD,2013J,592284,16,13
DDD,2013J,592315,149,53
DDD,2013J,592382,99,52
DDD,2013J,592494,33,8
DDD,2013J,592577,281,102
DDD,2013J,592625,45,15
DDD,2013J,592709,63,25
DDD,2013J,592749,165,74
DDD,2013J,592950,92,34
DDD,2013J,593103,148,88
DDD,2013J,593338,16,8
DDD,2013J,593345,230,51
DDD,2013J,593475,117,41
DDD,2013J,593654,224,87
DDD,2013J,593903,46,27
DDD,2013J,593973,3,1
DDD,2013J,594011,4,4
DDD,2013J,594052,37,14
DDD,2013J,594081,25,10
DDD,2013J,594086,62,22
DDD,2013J,594164,162,80
DDD,2013J,594201,47,22
DDD,2013J,594407,194,63
DDD,2013J,594414,6,6
DDD,2013J,594419,53,22
DDD,2013J,594507,201,73
DDD,2013J,594578,126,66
DDD,2013J,594869,26,12
DDD,2013J,594880,106,49
DDD,2013J,594925,252,101
DDD,2013J,594963,162,47
DDD,2013J,595008,44,23
DDD,2013J,595079,5,4
DDD,2013J,595319,197,76
DDD,2013J,595396,77,37
DDD,2013J,595495,185,73
DDD,2013J,595601,117,58
DDD,2013J,595659,54,21
DDD,2013J,595685,2,2
DDD,2013J,595687,117,47
DDD,2013J,595720,414,103
DDD,2013J,595723,5,3
DDD,2013J,595894,16,3
DDD,2013J,595940,10,5
DDD,2013J,595963,80,45
DDD,2013J,595986,94,35
DDD,2013J,595988,121,52
DDD,2013J,596093,172,76
DDD,2013J,596104,1,1
DDD,2013J,596204,237,93
DDD,2013J,596270,16,13
DDD,2013J,596292,61,31
DDD,2013J,596306,49,22
DDD,2013J,596441,145,70
DDD,2013J,596570,35,10
DDD,2013J,596589,34,17
DDD,2013J,596620,14,6
DDD,2013J,596629,39,27
DDD,2013J,596731,69,36
DDD,2013J,596845,79,38
DDD,2013J,596846,272,98
DDD,2013J,597178,22,13
DDD,2013J,597235,138,52
DDD,2013J,597243,11,7
DDD,2013J,597365,121,57
DDD,2013J,597403,48,31
DDD,2013J,597428,146,53
DDD,2013J,597433,84,42
DDD,2013J,597443,97,38
DDD,2013J,597560,80,29
DDD,2013J,597571,104,38
DDD,2013J,597602,39,16
DDD,2013J,597726,12,7
DDD,2013J,597754,43,11
DDD,2013J,597755,48,29
DDD,2013J,597770,254,84
DDD,2013J,597871,74,38
DDD,2013J,597924,16,9
DDD,2013J,597938,76,39
DDD,2013J,597968,5,2
DDD,2013J,598052,272,85
DDD,2013J,598064,83,40
DDD,2013J,598089,31,18
DDD,2013J,598123,31,14
DDD,2013J,598246,308,127
DDD,2013J,598323,19,7
DDD,2013J,598430,25,15
DDD,2013J,598501,7,5
DDD,2013J,598516,256,100
DDD,2013J,598536,45,28
DDD,2013J,598637,49,31
DDD,2013J,598664,140,55
DDD,2013J,598665,78,28
DDD,2013J,598701,206,76
DDD,2013J,598842,36,11
DDD,2013J,598860,288,114
DDD,2013J,598989,170,74
DDD,2013J,599049,222,91
DDD,2013J,599068,108,47
DDD,2013J,599109,260,86
DDD,2013J,599146,133,73
DDD,2013J,599169,5,4
DDD,2013J,599177,21,15
DDD,2013J,599262,25,13
DDD,2013J,599314,59,24
DDD,2013J,599406,4,3
DDD,2013J,599425,14,5
DDD,2013J,599577,407,94
DDD,2013J,599585,40,27
DDD,2013J,599655,20,12
DDD,2013J,599658,66,39
DDD,2013J,599711,71,36
DDD,2013J,599725,188,103
DDD,2013J,599737,287,98
DDD,2013J,599741,22,9
DDD,2013J,599837,115,46
DDD,2013J,599854,189,78
DDD,2013J,599947,71,42
DDD,2013J,600067,170,50
DDD,2013J,600094,19,12
DDD,2013J,600242,50,26
DDD,2013J,600365,21,5
DDD,2013J,600478,72,33
DDD,2013J,600635,261,94
DDD,2013J,600648,108,32
DDD,2013J,600671,95,37
DDD,2013J,600686,193,73
DDD,2013J,600796,224,103
DDD,2013J,600817,509,155
DDD,2013J,600842,48,30
DDD,2013J,600859,27,21
DDD,2013J,600963,107,27
DDD,2013J,601048,70,37
DDD,2013J,601088,15,6
DDD,2013J,601092,34,13
DDD,2013J,601133,12,7
DDD,2013J,601204,2,1
DDD,2013J,601234,78,34
DDD,2013J,601263,16,7
DDD,2013J,601270,50,21
DDD,2013J,601286,272,108
DDD,2013J,601293,120,42
DDD,2013J,601380,22,14
DDD,2013J,601392,36,19
DDD,2013J,601467,92,55
DDD,2013J,601488,84,44
DDD,2013J,601566,43,21
DDD,2013J,601579,41,25
DDD,2013J,601857,410,199
DDD,2013J,602302,100,43
DDD,2013J,602312,32,9
DDD,2013J,602356,113,52
DDD,2013J,602404,81,37
DDD,2013J,602413,19,10
DDD,2013J,602452,40,17
DDD,2013J,602453,53,20
DDD,2013J,602595,39,14
DDD,2013J,602725,34,11
DDD,2013J,602729,113,53
DDD,2013J,602783,466,147
DDD,2013J,602856,429,115
DDD,2013J,602902,278,85
DDD,2013J,602986,3,3
DDD,2013J,603034,72,40
DDD,2013J,603049,7,4
DDD,2013J,603201,53,10
DDD,2013J,603302,207,78
DDD,2013J,603325,62,35
DDD,2013J,603410,47,20
DDD,2013J,603431,108,24
DDD,2013J,603469,29,10
DDD,2013J,603498,82,41
DDD,2013J,603513,60,26
DDD,2013J,603669,42,12
DDD,2013J,603730,97,44
DDD,2013J,603803,120,44
DDD,2013J,603850,62,34
DDD,2013J,604055,36,15
DDD,2013J,604072,139,57
DDD,2013J,604156,172,75
DDD,2013J,604281,109,42
DDD,2013J,604392,3,2
DDD,2013J,604462,12,9
DDD,2013J,604574,12,12
DDD,2013J,604627,186,117
DDD,2013J,604655,17,12
DDD,2013J,604692,67,19
DDD,2013J,604723,98,43
DDD,2013J,604854,52,28
DDD,2013J,604912,33,16
DDD,2013J,604952,4,2
DDD,2013J,605005,176,54
DDD,2013J,605070,32,12
DDD,2013J,605118,64,26
DDD,2013J,605144,62,30
DDD,2013J,605245,2,2
DDD,2013J,605266,407,148
DDD,2013J,605313,16,9
DDD,2013J,605476,104,47
DDD,2013J,605540,217,79
DDD,2013J,605561,3,2
DDD,2013J,605703,29,12
DDD,2013J,605859,1,1
DDD,2013J,605885,59,36
DDD,2013J,605941,325,144
DDD,2013J,606082,57,21
DDD,2013J,606322,226,93
DDD,2013J,606344,39,19
DDD,2013J,606492,20,7
DDD,2013J,606513,27,16
DDD,2013J,606593,58,29
DDD,2013J,606665,97,60
DDD,2013J,606788,49,22
DDD,2013J,606908,70,38
DDD,2013J,607061,38,15
DDD,2013J,607073,26,23
DDD,2013J,607110,4,4
DDD,2013J,607151,69,31
DDD,2013J,607196,23,8
DDD,2013J,607231,65,31
DDD,2013J,607316,90,34
DDD,2013J,607427,18,6
DDD,2013J,607498,208,81
DDD,2013J,607515,102,42
DDD,2013J,607555,26,20
DDD,2013J,607622,54,18
DDD,2013J,607670,43,30
DDD,2013J,607800,21,14
DDD,2013J,607854,46,25
DDD,2013J,607900,855,148
DDD,2013J,607927,31,12
DDD,2013J,607928,126,73
DDD,2013J,607966,69,32
DDD,2013J,608062,6,3
DDD,2013J,608178,57,9
DDD,2013J,608206,99,51
DDD,2013J,608217,86,40
DDD,2013J,608238,57,19
DDD,2013J,608267,7,3
DDD,2013J,608284,142,71
DDD,2013J,608417,37,18
DDD,2013J,608630,104,43
DDD,2013J,608638,122,48
DDD,2013J,608643,83,30
DDD,2013J,608733,105,28
DDD,2013J,608745,13,3
DDD,2013J,608815,135,55
DDD,2013J,608923,145,69
DDD,2013J,608983,128,39
DDD,2013J,609031,93,41
DDD,2013J,609044,69,29
DDD,2013J,609089,44,11
DDD,2013J,609242,28,13
DDD,2013J,609381,9,8
DDD,2013J,609488,61,36
DDD,2013J,609593,90,34
DDD,2013J,609932,143,53
DDD,2013J,609969,163,70
DDD,2013J,610019,21,10
DDD,2013J,610106,1,1
DDD,2013J,610170,57,30
DDD,2013J,610220,157,106
DDD,2013J,610257,115,32
DDD,2013J,610279,61,27
DDD,2013J,610393,17,9
DDD,2013J,610402,58,38
DDD,2013J,610469,298,70
DDD,2013J,610537,11,3
DDD,2013J,610595,49,16
DDD,2013J,610603,51,12
DDD,2013J,610606,41,18
DDD,2013J,610701,17,10
DDD,2013J,610834,60,34
DDD,2013J,610870,81,32
DDD,2013J,610913,20,9
DDD,2013J,611162,91,56
DDD,2013J,611244,1,1
DDD,2013J,611259,34,18
DDD,2013J,611271,232,77
DDD,2013J,611284,155,47
DDD,2013J,611418,94,35
DDD,2013J,611464,16,6
DDD,2013J,611478,48,20
DDD,2013J,611593,338,123
DDD,2013J,925553,48,16
DDD,2013J,983970,85,25
DDD,2013J,1080206,193,90
DDD,2013J,1103608,425,156
DDD,2013J,1187586,23,15
DDD,2013J,1282596,174,68
DDD,2013J,1345808,55,30
DDD,2013J,1346966,16,11
DDD,2013J,1355699,60,33
DDD,2013J,1375851,51,27
DDD,2013J,1440467,300,105
DDD,2013J,1442991,122,53
DDD,2013J,1449692,748,210
DDD,2013J,1464932,15,12
DDD,2013J,1485105,4,1
DDD,2013J,1497480,19,11
DDD,2013J,1507503,138,44
DDD,2013J,1509881,58,33
DDD,2013J,1522631,214,118
DDD,2013J,1530521,297,105
DDD,2013J,1564630,73,32
DDD,2013J,1569426,192,64
DDD,2013J,1580084,11,6
DDD,2013J,1581243,50,22
DDD,2013J,1592048,84,42
DDD,2013J,1610188,90,42
DDD,2013J,1644266,36,13
DDD,2013J,1678800,137,72
DDD,2013J,1679727,121,63
DDD,2013J,1679862,90,54
DDD,2013J,1684787,52,27
DDD,2013J,1687996,538,123
DDD,2013J,1689069,81,34
DDD,2013J,1713615,240,144
DDD,2013J,1716492,18,9
DDD,2013J,1721891,65,42
DDD,2013J,1723019,24,13
DDD,2013J,1753235,103,50
DDD,2013J,1756165,475,184
DDD,2013J,1766513,79,34
DDD,2013J,1777511,118,18
DDD,2013J,1782581,131,54
DDD,2013J,1796059,8,6
DDD,2013J,1818677,78,26
DDD,2013J,1819994,179,59
DDD,2013J,1835411,602,268
DDD,2013J,1847481,220,64
DDD,2013J,1868389,144,73
DDD,2013J,1874363,63,38
DDD,2013J,1877732,16,8
DDD,2013J,1887928,79,41
DDD,2013J,1894634,39,19
DDD,2013J,1901764,74,34
DDD,2013J,1903131,122,42
DDD,2013J,1903477,46,23
DDD,2013J,1913872,250,92
DDD,2013J,1935774,59,26
DDD,2013J,1957728,47,12
DDD,2013J,1963677,78,37
DDD,2013J,1982833,104,59
DDD,2013J,2032057,197,92
DDD,2013J,2032882,2,2
DDD,2013J,2034802,254,105
DDD,2013J,2039190,880,167
DDD,2013J,2039810,31,13
DDD,2013J,2043916,7,4
DDD,2013J,2045139,27,15
DDD,2013J,2046628,273,107
DDD,2013J,2068627,117,51
DDD,2013J,2082180,8,8
DDD,2013J,2089582,138,53
DDD,2013J,2094546,1,1
DDD,2013J,2098405,265,127
DDD,2013J,2112088,174,76
DDD,2013J,2149701,44,21
DDD,2013J,2157412,15,12
DDD,2013J,2175266,47,28
DDD,2013J,2195479,80,39
DDD,2013J,2198952,43,19
DDD,2013J,2198970,131,48
DDD,2013J,2202076,108,56
DDD,2013J,2204293,355,128
DDD,2013J,2215898,162,74
DDD,2013J,2221869,31,9
DDD,2013J,2232218,1,1
DDD,2013J,2239650,1214,463
DDD,2013J,2252750,22,9
DDD,2013J,2253576,3,1
DDD,2013J,2256318,2,1
DDD,2013J,2281870,38,20
DDD,2013J,2282040,342,48
DDD,2013J,2284294,24,16
DDD,2013J,2288599,81,11
DDD,2013J,2289847,47,20
DDD,2013J,2292724,34,27
DDD,2013J,2296163,108,52
DDD,2013J,2305957,29,7
DDD,2013J,2314761,83,28
DDD,2013J,2321492,36,11
DDD,2013J,2325606,172,92
DDD,2013J,2327045,162,75
DDD,2013J,2327472,63,36
DDD,2013J,2336922,62,25
DDD,2013J,2340230,167,70
DDD,2013J,2340786,199,56
DDD,2013J,2342399,17,13
DDD,2013J,2352039,160,80
DDD,2013J,2355555,1,1
DDD,2013J,2356801,78,37
DDD,2013J,2358707,275,123
DDD,2013J,2359191,685,189
DDD,2013J,2366024,207,70
DDD,2013J,2366701,1,1
DDD,2013J,2375123,24,14
DDD,2013J,2377769,188,76
DDD,2013J,2382048,219,81
DDD,2013J,2383036,130,42
DDD,2013J,2388030,64,33
DDD,2013J,2404530,10,5
DDD,2013J,2409396,8,2
DDD,2013J,2411981,71,34
DDD,2013J,2416024,111,39
DDD,2013J,2421961,190,68
DDD,2013J,2430070,30,13
DDD,2013J,2430405,121,45
DDD,2013J,2434369,247,100
DDD,2013J,2437065,38,17
DDD,2013J,2446109,163,89
DDD,2013J,2452902,143,55
DDD,2013J,2457907,22,7
DDD,2013J,2461936,19,13
DDD,2013J,2462628,71,37
DDD,2013J,2472145,85,37
DDD,2013J,2473456,55,32
DDD,2013J,2474436,125,58
DDD,2013J,2477052,226,72
DDD,2013J,2477792,153,58
DDD,2013J,2479086,42,20
DDD,2013J,2485582,381,142
DDD,2013J,2486769,14,6
DDD,2013J,2494999,25,14
DDD,2013J,2495352,255,80
DDD,2013J,2501578,31,15
DDD,2013J,2505389,2,1
DDD,2013J,2505859,33,18
DDD,2013J,2520868,177,74
DDD,2013J,2522932,556,208
DDD,2013J,2539092,18,10
DDD,2013J,2540195,38,20
DDD,2013J,2542803,72,59
DDD,2013J,2546792,91,47
DDD,2013J,2546976,6,4
DDD,2013J,2550054,157,68
DDD,2013J,2552672,249,85
DDD,2013J,2554973,56,30
DDD,2013J,2556345,204,85
DDD,2013J,2560868,19,6
DDD,2013J,2561282,96,42
DDD,2013J,2561811,21,13
DDD,2013J,2569051,105,44
DDD,2013J,2569416,73,71
DDD,2013J,2569653,93,36
DDD,2013J,2570253,312,107
DDD,2013J,2574281,7,5
DDD,2013J,2576298,53,44
DDD,2013J,2577480,113,39
DDD,2013J,2579683,56,15
DDD,2013J,2581779,7,3
DDD,2013J,2581822,98,29
DDD,2013J,2585270,81,30
DDD,2013J,2585395,43,23
DDD,2013J,2589096,27,10
DDD,2013J,2595968,47,27
DDD,2013J,2597673,12,6
DDD,2013J,2598861,17,7
DDD,2013J,2602235,40,17
DDD,2013J,2606871,124,58
DDD,2013J,2612561,149,61
DDD,2013J,2613296,33,14
DDD,2013J,2615169,52,27
DDD,2013J,2615761,18,11
DDD,2013J,2618352,217,89
DDD,2013J,2624040,47,24
DDD,2013J,2627449,7,5
DDD,2013J,2631225,19,11
DDD,2013J,2635163,243,116
DDD,2013J,2636885,43,15
DDD,2013J,2639310,128,59
DDD,2013J,2642498,190,79
DDD,2013J,2643555,247,81
DDD,2013J,2646291,68,31
DDD,2013J,2648271,57,20
DDD,2013J,2648317,12,7
DDD,2013J,2650741,221,112
DDD,2013J,2654602,80,38
DDD,2013J,2658898,11,6
DDD,2013J,2662178,70,34
DDD,2013J,2662451,1,1
DDD,2013J,2663010,28,16
DDD,2013J,2668945,109,44
DDD,2013J,2671469,221,69
DDD,2013J,2677097,164,62
DDD,2013J,2678587,6,4
DDD,2013J,2681198,162,88
DDD,2013J,2681471,67,35
DDD,2013J,2688422,62,35
DDD,2013J,2691780,14,8
DDD,2013J,2692186,30,18
DDD,2013J,2695608,111,28
DDD,2014B,24213,3,3
DDD,2014B,31269,31,14
DDD,2014B,35502,127,59
DDD,2014B,39660,135,61
DDD,2014B,46753,380,84
DDD,2014B,49119,13,10
DDD,2014B,50476,141,61
DDD,2014B,51030,28,13
DDD,2014B,53632,103,54
DDD,2014B,54810,3,2
DDD,2014B,58617,54,23
DDD,2014B,61911,6,4
DDD,2014B,64450,231,82
DDD,2014B,64767,36,9
DDD,2014B,67781,67,30
DDD,2014B,69489,26,18
DDD,2014B,71723,30,16
DDD,2014B,75309,1,1
DDD,2014B,76081,318,159
DDD,2014B,84576,264,89
DDD,2014B,85304,23,6
DDD,2014B,88490,10,5
DDD,2014B,88910,47,21
DDD,2014B,89904,68,39
DDD,2014B,90537,54,37
DDD,2014B,95356,1,1
DDD,2014B,97939,1,1
DDD,2014B,111959,40,18
DDD,2014B,116763,14,5
DDD,2014B,117281,110,50
DDD,2014B,118479,847,263
DDD,2014B,124134,231,106
DDD,2014B,127580,144,55
DDD,2014B,128348,80,23
DDD,2014B,131695,59,30
DDD,2014B,134721,61,30
DDD,2014B,137150,13,8
DDD,2014B,138204,72,36
DDD,2014B,138416,27,17
DDD,2014B,139455,103,58
DDD,2014B,141497,218,69
DDD,2014B,144908,43,20
DDD,2014B,145114,424,132
DDD,2014B,145640,2,1
DDD,2014B,145770,13,7
DDD,2014B,152320,546,163
DDD,2014B,154697,9,4
DDD,2014B,161878,26,14
DDD,2014B,162901,29,9
DDD,2014B,165178,18,10
DDD,2014B,172965,4,2
DDD,2014B,178258,82,35
DDD,2014B,183331,54,22
DDD,2014B,187663,40,28
DDD,2014B,189178,79,25
DDD,2014B,189442,203,70
DDD,2014B,192186,140,63
DDD,2014B,201151,40,25
DDD,2014B,226895,60,34
DDD,2014B,227826,18,12
DDD,2014B,228272,84,49
DDD,2014B,228373,106,34
DDD,2014B,228775,10,6
DDD,2014B,231973,130,53
DDD,2014B,232827,12,8
DDD,2014B,233868,39,19
DDD,2014B,236015,53,17
DDD,2014B,237925,135,39
DDD,2014B,239459,138,61
DDD,2014B,240389,5,3
DDD,2014B,240486,322,138
DDD,2014B,240755,3,2
DDD,2014B,242633,33,7
DDD,2014B,244438,54,16
DDD,2014B,247342,60,33
DDD,2014B,260565,1,1
DDD,2014B,264723,88,42
DDD,2014B,266922,33,13
DDD,2014B,268883,123,49
DDD,2014B,268915,245,112
DDD,2014B,271974,90,37
DDD,2014B,277166,9,6
DDD,2014B,284540,6,2
DDD,2014B,285412,68,40
DDD,2014B,286449,68,23
DDD,2014B,288407,8,7
DDD,2014B,291005,213,87
DDD,2014B,299949,22,14
DDD,2014B,300592,4,3
DDD,2014B,309258,4,3
DDD,2014B,309756,6,3
DDD,2014B,312761,227,76
DDD,2014B,315517,61,34
DDD,2014B,317801,53,38
DDD,2014B,320593,36,15
DDD,2014B,321810,89,40
DDD,2014B,323659,344,140
DDD,2014B,325044,84,49
DDD,2014B,327449,36,26
DDD,2014B,328123,134,60
DDD,2014B,333308,11,5
DDD,2014B,334504,9,2
DDD,2014B,335471,14,10
DDD,2014B,336936,91,39
DDD,2014B,339513,61,17
DDD,2014B,347365,114,36
DDD,2014B,348439,36,20
DDD,2014B,352679,8,4
DDD,2014B,354050,4,1
DDD,2014B,354953,85,61
DDD,2014B,355309,32,24
DDD,2014B,355780,52,28
DDD,2014B,355935,37,20
DDD,2014B,356166,4,2
DDD,2014B,356297,186,96
DDD,2014B,356705,127,37
DDD,2014B,360759,76,43
DDD,2014B,361842,41,21
DDD,2014B,362115,29,11
DDD,2014B,365397,10,8
DDD,2014B,367127,72,29
DDD,2014B,367646,44,26
DDD,2014B,370089,17,7
DDD,2014B,373790,10,6
DDD,2014B,373795,34,12
DDD,2014B,374645,24,12
DDD,2014B,375856,100,52
DDD,2014B,378728,140,71
DDD,2014B,379330,93,35
DDD,2014B,380681,17,10
DDD,2014B,382051,36,15
DDD,2014B,384372,114,64
DDD,2014B,385927,24,17
DDD,2014B,385947,39,18
DDD,2014B,386140,68,23
DDD,2014B,386671,23,8
DDD,2014B,386849,70,36
DDD,2014B,387289,85,34
DDD,2014B,387656,5,2
DDD,2014B,387963,42,15
DDD,2014B,390026,197,95
DDD,2014B,391611,216,119
DDD,2014B,391924,17,9
DDD,2014B,392802,37,16
DDD,2014B,395164,13,7
DDD,2014B,397429,62,39
DDD,2014B,399203,186,69
DDD,2014B,400461,28,15
DDD,2014B,400599,221,87
DDD,2014B,402314,47,23
DDD,2014B,402575,9,4
DDD,2014B,406753,28,9
DDD,2014B,407115,2,1
DDD,2014B,409284,22,9
DDD,2014B,411060,204,80
DDD,2014B,412600,13,7
DDD,2014B,412663,135,57
DDD,2014B,413629,63,29
DDD,2014B,415151,17,12
DDD,2014B,415695,21,9
DDD,2014B,416008,24,12
DDD,2014B,418453,15,8
DDD,2014B,418781,51,22
DDD,2014B,421754,48,24
DDD,2014B,421877,11,6
DDD,2014B,424880,70,29
DDD,2014B,426137,30,14
DDD,2014B,426297,72,37
DDD,2014B,428769,18,6
DDD,2014B,430678,59,33
DDD,2014B,431406,241,77
DDD,2014B,434002,97,45
DDD,2014B,434841,5,2
DDD,2014B,440103,28,10
DDD,2014B,440331,61,27
DDD,2014B,440798,53,24
DDD,2014B,441393,68,19
DDD,2014B,442393,20,8
DDD,2014B,442873,228,100
DDD,2014B,443861,154,67
DDD,2014B,444474,18,10
DDD,2014B,445145,85,43
DDD,2014B,445857,255,108
DDD,2014B,447162,155,73
DDD,2014B,464592,81,19
DDD,2014B,464685,75,18
DDD,2014B,464748,55,25
DDD,2014B,465413,276,103
DDD,2014B,466714,10,8
DDD,2014B,467230,18,12
DDD,2014B,468386,47,37
DDD,2014B,469425,40,27
DDD,2014B,469614,129,60
DDD,2014B,470555,49,23
DDD,2014B,470733,4,2
DDD,2014B,471189,57,31
DDD,2014B,471476,311,62
DDD,2014B,472257,9,4
DDD,2014B,472284,115,44
DDD,2014B,472651,306,96
DDD,2014B,473265,28,13
DDD,2014B,473406,21,13
DDD,2014B,474153,48,39
DDD,2014B,474451,35,15
DDD,2014B,477063,16,7
DDD,2014B,477180,3,2
DDD,2014B,479649,14,9
DDD,2014B,480956,105,54
DDD,2014B,481863,12,8
DDD,2014B,484130,16,6
DDD,2014B,484305,35,17
DDD,2014B,484762,68,22
DDD,2014B,485219,6,2
DDD,2014B,486022,17,8
DDD,2014B,488550,30,17
DDD,2014B,489507,5,3
DDD,2014B,491036,5,1
DDD,2014B,492095,5,3
DDD,2014B,493055,432,163
DDD,2014B,493296,53,25
DDD,2014B,493434,14,9
DDD,2014B,493879,16,14
DDD,2014B,493984,10,3
DDD,2014B,494329,15,11
DDD,2014B,496085,19,15
DDD,2014B,497206,29,9
DDD,2014B,497405,40,17
DDD,2014B,498363,9,5
DDD,2014B,498582,41,23
DDD,2014B,498793,12,5
DDD,2014B,498905,271,77
DDD,2014B,498980,13,4
DDD,2014B,501123,37,15
DDD,2014B,501487,233,90
DDD,2014B,501723,5,2
DDD,2014B,501890,71,24
DDD,2014B,502057,15,6
DDD,2014B,502161,9,5
DDD,2014B,502207,1,1
DDD,2014B,505561,105,58
DDD,2014B,505815,122,48
DDD,2014B,505854,157,63
DDD,2014B,507812,56,23
DDD,2014B,508594,73,35
DDD,2014B,509417,3,1
DDD,2014B,511890,26,19
DDD,2014B,513687,508,109
DDD,2014B,513957,3,2
DDD,2014B,514277,59,15
DDD,2014B,515331,56,20
DDD,2014B,517864,23,16
DDD,2014B,518265,7,4
DDD,2014B,518330,13,6
DDD,2014B,520349,16,11
DDD,2014B,520962,184,53
DDD,2014B,521249,18,6
DDD,2014B,522205,43,20
DDD,2014B,522363,4,2
DDD,2014B,523857,40,22
DDD,2014B,523978,26,9
DDD,2014B,524109,20,11
DDD,2014B,525412,29,10
DDD,2014B,525635,90,42
DDD,2014B,526175,17,8
DDD,2014B,527242,156,58
DDD,2014B,527323,5,3
DDD,2014B,528330,9,1
DDD,2014B,528699,89,40
DDD,2014B,529190,156,42
DDD,2014B,531234,67,25
DDD,2014B,531243,50,42
DDD,2014B,531340,8,5
DDD,2014B,532194,252,93
DDD,2014B,536941,82,31
DDD,2014B,536999,5,3
DDD,2014B,537756,1,1
DDD,2014B,539060,108,45
DDD,2014B,539186,3,2
DDD,2014B,539588,40,12
DDD,2014B,539872,39,16
DDD,2014B,540758,175,68
DDD,2014B,541000,80,40
DDD,2014B,543361,89,40
DDD,2014B,543789,15,8
DDD,2014B,543976,231,106
DDD,2014B,544587,141,44
DDD,2014B,545387,35,17
DDD,2014B,546025,56,27
DDD,2014B,546299,6,4
DDD,2014B,546403,8,5
DDD,2014B,546584,280,134
DDD,2014B,546654,196,101
DDD,2014B,547629,120,38
DDD,2014B,547786,7,4
DDD,2014B,547816,2,1
DDD,2014B,548292,123,67
